FECHA DE EVENTO,CATEGORÍA PC,INSTANCIA,NOMBRE ACTIVIDAD,MODALIDAD,ÁREA,PARTICIPACIÓN CIUDADANA,DIRECCIÓN,COMUNA,DESCRIPCIÓN,INSCRIPTOS,ASISTENTES,CANTIDAD DE VOTOS,RESULTADO VOTACION,RELEVAMIENTOS DE OPINIÓN
23/08/18,Proyecto,Votación Proyecto,MERCADO BARRIO 31,,Vice Jefatura,"Votación del nombre para el mercado de Barrio 31 en construcción. El Bocado, Mercado Porteño, Mercado del Barrio.",,1,"Votación del nombre para el mercado de Barrio 31 en construcción. El Bocado, Mercado Porteño, Mercado del Barrio.",,,7777,1. El Bocado - 2.836 Votos - 36%2. Mercado Porteño - 2.236 Votos - 29%3. Mercado del barrio - 2.706 - 35%,
28/08/18,Proyecto,Evento Proyectos,SORTEO ENTRADAS: GUILLERMO FERNANDEZ,,Ministerio de Cultura,Los vecinos participaron por entradas dobles al show,,,,884,82,,,
29/08/18,Obra,Visita de Obra,VIADUCTO LÍNEA BELGRANO SUR,,Ministerio de Transporte  de la Nación,Se invitó a vecinos y usuarios del Belgrano Sur a conocer la obra que se está realizando en la línea. La misma se encuentra en la primera etapa (construcción de la primera etapa del viaducto que llegará a Constitución).,,4,,676,22,,,
30/08/18,Proyecto,Evento Proyectos,"BECAS ""EL AULA""",,Ministerio de Cultura,Participar para invitar a los vecinos a participar del sorteo de becas para talleres y cursos que se dictan en La Usina ,,,Participar para invitar a los vecinos a participar del sorteo de becas para talleres y cursos que se dictan en La Usina ,482,25,,,
30/08/18,Proyecto,Votación Proyecto,MEJOR PARRILLA,,Vice Jefatura,Votación mejor parrilla de la Ciudad con premio genérico para todos los vecinos y sorteo para una comida en las parrillas. formulario y #MejorParrilla,,,Votación mejor parrilla de la Ciudad con premio genérico para todos los vecinos y sorteo para una comida en las parrillas. formulario y #MejorParrilla,,,17596,Opción Ganadora:La Cabrera 2.029 Votos - 12%,
31/08/18,Proyecto,Experiencia BA,PARQUE Y VILLA OLÍMPICA,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),"Los vecinos ganadores tendrán la oportunidad de realizar un recorrido por la Villa Olímpica y por el Parque Olímpico días previos al comienzo de los Juegos Olímpicos. 
",,,Los vecinos ganadores tendrán la oportunidad de realizar un recorrido por la Villa Olímpica y por el Parque Olímpico días previos al comienzo de los Juegos Olímpicos. ,1251,20,,,
03/09/18,Proyecto,Evento Proyectos,RECETAS QUE CUENTAN,,Ministerio de Cultura,,,,,,60,,,
04/09/18,Obra,Inauguración,CRUCE MEDRANO,,Vice Jefatura,Se invitó a los vecinos participativos a la inaguración del Cruce,,5,Actividad de inauguración de obra a la que se enviaron vecinos participativos aunque no esté el registro en ningún otro archivo (Jime),,,,,
05/09/18,Obra,Votación Obras,ESPACIO VERDE PBN BEIRÓ,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),¿Qué nombre te gustaría que lleve la plaza?,,15,,,,6650,"1. Aimé Painé - 2.443 Votos - 36,7%2. María Remedios del Valle - 2.343 Votos - 35,2% 3. Martina Céspedes - 1.865 Votos - 28%",
06/09/18,Proyecto,Evento Proyectos,CUIDADORES DE ÁRBOLES (C2),,Jefatura de Gobierno,,,2,,,33,,,
06/09/18,Proyecto,Experiencia BA,MASTICAR,,Vice Jefatura,"Convocatoria para que vecinos recorran la Feria, reciban una bolsa de productos, vouchers de comida y tengan un encuentro con reconocidos chef",,,"Convocatoria para que vecinos recorran la Feria, reciban una bolsa de productos, vouchers de comida y tengan un encuentro con reconocidos chef",5625,8,,,
07/09/18,Obra,Visita de Obra,MANZANA 66,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),,"Av. Jujuy 400-302, C1083AAQ, C1209 CABA",3,,496,40,,,
07/09/18,Proyecto,Experiencia BA,MUSEOS POR DENTRO,,Ministerio de Cultura,Invitamos a los vecinos a un recorrido por las reservas y laboratorios del Museo Histórico y del Moderno.,,,,1993,17,,,
07/09/18,Obra,Votación Obras,MANZANA 66,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),¿Cómo te gustaría que se llame la plaza de la manzana 66?,"Av. Jujuy 400-302, C1083AAQ, C1209 CABA",3,,,,9761,"1. Manzana 66 - Plaza de los vecinos - 4.375 Votos - 44,8% 2. Manzana 66 - Alicia Moreau de Justo - 3.159 Votos - 32,4% 3. Manzana 66- Plaze de las colectividades - 2.227 Votos - 22,8%",
11/09/18,Obra,Reunión Informativa,ELEFANTE BLANCO,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),Se invita a los vecinos a conocer el proyecto de la obra de la nueva sede del ministerio de desarrollo humano y hábitat y el nuevo espacio público. Este último basado en las ideas/sugerencias de los vecinos en las reuniones de co-creación ,,8,,Sin Datos ,34,,,
12/09/18,Obra,Reunión Informativa,ELEFANTE BLANCO,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),Se invita a los vecinos a conocer el proyecto de la obra de la nueva sede del ministerio de desarrollo humano y hábitat y el nuevo espacio público. Este último basado en las ideas/sugerencias de los vecinos en las reuniones de co-creación ,,8,,Sin Datos ,11,,,
13/09/18,Proyecto,Evento Proyectos,CIUDAD EMERGENTE,,Ministerio de Cultura,"los vecinos ganadores tendrán la posibilidad de conocer en persona a los siguientes artistas:
Jueves
Jueves Cazzu
Angela Torres y Franco Massini
Emanuel Horvilleur
Viernes
Trap (a confirmar qué artistas)
Sábado
Foodtubers
Felicita Pizzarro",,,,1195,37,,,
20/09/18,Obra,Reunión Informativa,PLAZA CLEMENTE,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),,,13,,356,64,,,
22/09/18,Proyecto,Convocatoria,CAMPEONATO FEDERAL DEL ASADO,,Vice Jefatura,Convocatoria para que vecinos fueran jurado en el evento del Campeonato Federal del Asado,,,Convocatoria para que vecinos fueran jurado en el evento del Campeonato Federal del Asado,1140,2,,,
26/09/18,Obra,Visita de Obra,SOTERRAMIENTO LÍNEA SARMIENTO,,Ministerio de Transporte  de la Nación,,,,,2044,6,,,
27/09/18,Proyecto,Convocatoria,CUIDADORES DE ÁRBOLES (C3),,Jefatura de Gobierno,Se realizarán nuevas plantaciones y se dará la posibilidad a los vecinos para que apadrinen árboles durante su primer año de vida mediante su riego.,,3,Se realizarán nuevas plantaciones y se dará la posibilidad a los vecinos para que apadrinen árboles durante su primer año de vida mediante su riego.,695,,,,
27/09/18,Proyecto,Convocatoria,CUIDADORES DE ÁRBOLES (C5),,Jefatura de Gobierno,Se realizarán nuevas plantaciones y se dará la posibilidad a los vecinos para que apadrinen árboles durante su primer año de vida mediante su riego.,,5,Se realizarán nuevas plantaciones y se dará la posibilidad a los vecinos para que apadrinen árboles durante su primer año de vida mediante su riego.,557,,,,
27/09/18,Proyecto,Evento Proyectos,CUIDADORES DE ÁRBOLES C3 C5,,Jefatura de Gobierno,,,Varias ,,1252,34,,,
28/09/18,Proyecto,Experiencia BA,LA NOCHE DE LOS CASAMIENTOS,,Ministerio de Gobierno,,,,,1387,1043,,,
28/09/18,Obra,Inauguración,PARQUE DE LA ESTACIÓN,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),Se invitó a los vecinos a la inauguración para conocer los nuevos espacios. ,"Pres. Tte. Gral. Juan Domingo Perón 3326, B1613AUT, B1613AUT CABA",3,Actividad de inauguración de obra a la que se enviaron vecinos participativos aunque no esté el registro en ningún otro archivo (Jime),,20,,,
01/10/18,Obra,Votación Obras,PLAZA RAMIREZ,,Ministerio de Ambiente y Espacio Público (MAyEP), ¿Te gustaría sumarle rejas a la plaza Gral. Francisco Ramírez?,,13,,,,11580,"1. No estoy de acuerdo - 5.883 Votos - 50,8%2. Si, estoy de acuerdo - 5.697 Votos - 49,2%",
05/10/18,Obra,Visita de Obra,VIADUCTO LÍNEA SAN MARTÍN,,Ministerio de Transporte  de la Nación,,,15,,1179,51,,,
09/10/18,Proyecto,Evento Proyectos,EVENTO DANZA,,Ministerio de Cultura,los vecinos a iganadores recibiran cuatro clases de danza contemporánea ,,,,1151,4,,,
11/10/18,Obra,Visita de Obra,PLAZA HOUSSAY,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),Se invita a los vecinos a conocer la obra en curso de la plaza Houssay.,,2,,606,21,,,
17/10/18,Proyecto,Votación Proyecto,2º CAMPEONATO FEDERAL DEL ASADO DE OBRA,,Vice Jefatura,,,,,,,13741,,
17/10/18,Proyecto,Convocatoria,CAMPEONATO DEL PESTO,,Ministerio de Cultura,,,,,162,27,,,
18/10/18,Proyecto,Experiencia BA,MUSEO LARRETA,,Ministerio de Cultura,,,,,13187,17,,,
19/10/18,Proyecto,Evento Proyectos,CUIDADORES DE ÁRBOLES (C6),,Jefatura de Gobierno,Se realizarán nuevas plantaciones y se dará la posibilidad a los vecinos para que apadrinen árboles durante su primer año de vida mediante su riego.,,6,Se realizarán nuevas plantaciones y se dará la posibilidad a los vecinos para que apadrinen árboles durante su primer año de vida mediante su riego.,,23,,,
19/10/18,Obra,Visita de Obra,ELEFANTE BLANCO,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),"Se invita a los vecinos a participar de una visita para conocer por dentro la obra que se está llevando adelante en el barrio 15 (Ciudad Oculta), en la comuna 8. ",,8,,517,12,,,
20/10/18,Proyecto,Evento Proyectos,FESTIVAL CIUDAD ACTIVA,,Vice Jefatura,,,,,1809,2,,,
20/10/18,Proyecto,Evento Proyectos,MEET & GREET CIUDAD ACTIVA,,Vice Jefatura,,,,,742,59,,,
23/10/18,Obra,Visita de Obra,VIADUCTO LÍNEA BELGRANO SUR,,Ministerio de Transporte  de la Nación,Se invitó a vecinos y usuarios del Belgrano Sur a conocer la obra que se está realizando en la línea. La misma se encuentra en la primera etapa (construcción de la primera etapa del viaducto que llegará a Constitución).,,4,,517,16,,,
24/10/18,Proyecto,Votación Proyecto,CAMPEONATO FEDERAL DEL ASADO,,Vice Jefatura,2 vecinos seran parte de los reconocidos jurados gastronómicos para elegir al mejor parrillero.,,,,,,2241,,
25/10/18,Obra,Visita de Obra,PBN NAZCA,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),,,11,,991,37,,,
26/10/18,Proyecto,Convocatoria,2º CAMPEONATO FEDERAL DEL ASADO DE OBRA,,Vice Jefatura,"Dentro del Campeonato, los vecinos de la Ciudad de Buenos Aires tienen la oportunidad de elegir a los finalistas y ser jurado en el evento final que se llevará a cabo el 09 de noviembre en la obra del Arroyo Vega.",,,,1969,10,,,
26/10/18,Proyecto,Convocatoria,REGISTRO CIVIL - NOCHE DE LOS MUSEOS,,Ministerio de Gobierno,,,,,108,83,,,
27/10/18,Proyecto,Evento Proyectos,SORTEO ENTRADAS: VALERIA LYNCH,,Ministerio de Cultura,"Sorteo de un par de entradas para ver el show ““La Extraña Dama del Rock” de Valeria Lynch,  en el Teatro Gran Rivadavia. ",,,,4279,140,,,
28/10/18,Proyecto,Evento Proyectos,FECA,,Vice Jefatura,"Convocatoria para que vecinos recorran la feria, reciban una bolsa de productos, vouchers de comida y caten café con un influencer del ámbito cafetero.",,,"Convocatoria para que vecinos recorran la feria, reciban una bolsa de productos, vouchers de comida y caten café con un influencer del ámbito cafetero.",3946,7,,,
30/10/18,Proyecto,Experiencia BA,MUTACIONES URBANAS,,Ministerio de Cultura,Invitamos a los vecinos al pre estreno de la muestra de Mutaciones Urbanas ,,,,439,17,,,
01/11/18,Obra,Visita de Obra,PASEO DEL BAJO,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),,,1,,763,21,,,
01/11/18,Proyecto,Evento Proyectos,PLACAS CONMEMORATIVAS - PARQUE RIVADAVIA,,Jefatura de Gobierno,,,6,,338,110,,,
03/11/18,Proyecto,Evento Proyectos,SORTEO ENTRADAS: JAIRO,,Ministerio de Cultura,Sorteo de entradas dobles para el recital,,,,2760,36,,,
04/11/18,Proyecto,Evento Proyectos,CAMPEONATO DEL PESTO,,Vice Jefatura,,,,,162,27,,,
07/11/18,Obra,Visita de Obra,SOTERRAMIENTO LÍNEA SARMIENTO,,Ministerio de Transporte  de la Nación,,,,,2020,10,,,
08/11/18,Proyecto,Evento Proyectos,MEET & GREET FLEMA,,Ministerio de Cultura,,,,,883,16,,,
08/11/18,Proyecto,Evento Proyectos,PLACAS CONMEMORATIVAS - PARQUE PATRICIOS,,Jefatura de Gobierno,,,4,,203,56,,,
09/11/18,Proyecto,Evento Proyectos,2º CAMPEONATO FEDERAL DEL ASADO DE OBRA,,Vice Jefatura,,,,,,10,,,
10/11/18,Proyecto,Experiencia BA,NOCHE DE LOS MUSEOS,,Ministerio de Cultura,,,,,10000,111,,,
10/11/18,Proyecto,Evento Proyectos,REGISTRO CIVIL - NOCHE DE LOS MUSEOS,,Ministerio de Gobierno,,,,,,83,,,
14/11/18,Proyecto,Evento Proyectos,BA JAZZ FESTIVAL,,Ministerio de Cultura,Invtiamos a los  vecinos a participar de un Sorteo de entradas en el marco del Festival Internacional de JAZZ,,,,4800,20,,,
14/11/18,Obra,Visita de Obra,PLAZA CORRALÓN DE FLORESTA,,Vice Jefatura,"Se realizó un recorrido con vecinos por la obra del ex corralón de Floresta,",,10,,414,25,,,
14/11/18,Obra,Visita de Obra,VIADUCTO LÍNEA MITRE - NOCTURNA,,Ministerio de Transporte  de la Nación,,,Varias ,,1450,25,,,
14/11/18,Proyecto,Votación Proyecto,VOTACIÓN MEJOR PIZZERIA,,Vice Jefatura,"Votación mejor Pizzería de la Ciudad con premio de 10% descuentos para todos los vecinos durante toda la semana y 20% dscto lunes, martes y miércoles. Premio para vecinos sorteados a definir",,,"Votación mejor Pizzería de la Ciudad con premio de 10% descuentos para todos los vecinos durante toda la semana y 20% dscto lunes, martes y miércoles. Premio para vecinos sorteados a definir",,,18705,Opción Ganadora:  La Mezzeta - 2.530 Votos ,
15/11/18,Obra,Inauguración,PBN NAZCA,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),Se invitaron a vecinos participativos,,11,Actividad de inauguración de obra a la que se enviaron vecinos participativos aunque no esté el registro en ningún otro archivo),,49,,,
16/11/18,Obra,Reunión Informativa,EX CÁRCEL DE CASEROS,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),,,4,,3244,35,,,
20/11/18,Proyecto,Experiencia BA,CASA ROSADA Y CASCO HISTÓRICO,,Ministerio de Cultura,,,,,3980,32,,,
21/11/18,Obra,Visita de Obra,VIADUCTO LÍNEA SAN MARTÍN,,Ministerio de Transporte  de la Nación,,,15,,1187,28,,,
26/11/18,Obra,Visita de Obra,TALLER LACARRA LÍNEA E,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),,,8,,728,20,,,
28/11/18,Obra,Visita de Obra,PLAZA HOUSSAY,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),Se invita a los vecinos a conocer la obra en curso de la plaza Houssay.,,2,,615,13,,,
03/12/18,Proyecto,Experiencia BA,CENTRO DE MONITOREO Y GESTIÓN,,Ministerio de Justicia y Seguridad,Invitamos a los vecinos a conocer el Centro de monitoreo Lugar en el cual desde el cual se procesa y gestiona la información del sistema centralizado de tránsito.  ,,,,901,70,,,
04/12/18,Obra,Visita de Obra,VIADUCTO LÍNEA SAN MARTÍN,,Ministerio de Transporte  de la Nación,,,15,,1052,31,,,
05/12/18,Proyecto,Experiencia BA,AEROPARQUE,,Ministerio de Transporte  de la Nación,"Se invita a los vecinos a que conozcan el Aeropuerto de una forma nunca antes vista, donde conoceran la sala de control, los hangares entre otras cosas",,,"Se invita a los vecinos a que conozcan el Aeropuerto de una forma nunca antes vista, donde conoceran la sala de control, los hangares entre otras cosas",3171,9,,,
07/12/18,Obra,Visita de Obra,VIADUCTO LÍNEA MITRE,,Ministerio de Transporte  de la Nación,,,Varias ,,1587,21,,,
07/12/18,Obra,Reunión Informativa,ENTORNO PRIMERA JUNTA,,Ministerio de Ambiente y Espacio Público (MAyEP),Se invita a los vecinos a participar de una reunión informativa para que conozcan el proyecto que transformará el entorno de la plazoleta  Primera Junta y ensanchará Carril Rivadavia,,6,,230,70,,,
11/12/18,Obra,Inauguración,PUENTE LACARRA,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),Se invitaron vecinos participativos a la inauguración,,8,Actividad de inauguración de obra a la que se enviaron vecinos participativos aunque no esté el registro en ningún otro archivo),728,20,,,
12/12/18,Obra,Visita de Obra,PARQUE DE LA ESTACIÓN,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),,"Pres. Tte. Gral. Juan Domingo Perón 3326, B1613AUT, B1613AUT CABA",3,,496,19,,,
12/12/18,Obra,Visita de Obra,SOTERRAMIENTO LÍNEA SARMIENTO,,Ministerio de Transporte  de la Nación,,,,,2597,8,,,
18/12/18,Proyecto,Convocatoria,DESCUENTO PARRILLA LA CABRERA,,Jefatura de Gobierno,Los vecinos se inscriben para ganar 40% de descuento en una cena de hasta 10 personas en la ganadora de La Mejor Parrilla de la Ciudad 2018 (La Cabrera). 40 ganadores.,,,Los vecinos se inscriben para ganar 40% de descuento en una cena de hasta 10 personas en la ganadora de La Mejor Parrilla de la Ciudad 2018 (La Cabrera). 40 ganadores.,2189,40,,,
20/12/18,Obra,Reunión Informativa,EX CÁRCEL DE CASEROS,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),Invitamos a los vecinos a conocer el proyecto de obra y participar de un recorrido único para conocer por dentro el estado actual del edificio de la ex cárcel de Caseros,,4,,773,32,,,
26/12/18,Obra,Inauguración,MANZANA 66,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),Queremos comunicarles a los vecinos que la obra de la manzana 66 ya está finalizada. Además los invitamos a participar de las diversas actividades que estaremos realizando para festejar apertura de este nuevo espacio público y verde de la Ciudad,"Av. Jujuy 400-302, C1083AAQ, C1209 CABA",3,,,81,,,
27/12/18,Proyecto,Experiencia BA,MOA,,Ministerio de Ambiente y Espacio Público (MAyEP),Invitamos a los vecinos a participar de una visita a los talleres de Monumentos y Obras de Arte ,,,,1511,28,,,
27/12/18,Obra,Visita de Obra,PASEO DEL BAJO,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),,,1,,1992,28,,,
04/01/19,Proyecto,Votación Proyecto,ECOBICIS COMUNAS 11 Y 15,,Ministerio de Desarrollo Urbano y Transporte (MDUyT),,,Varias ,,0,0,4395,,
07/01/19,Proyecto,Votación Proyecto,CASA DE GOBIERNO,,Ministerio de Cultura,,,4,"Luego de que los empleados postularon nombres, el equipo de embajadores realizó un filtro cerrando las 3 opciones que se darán a votación para vecinos y empleados de la Ciudad.",0,0,8939,1. Casa de la Ciudad - 3.857 - 43% 2. Centro Cívico Parque Patricios - 2.789 - 31% 3. Edificio Jacarandá - 2.293 - 26% ,
11/01/19,Proyecto,Experiencia BA,BOMBEROS DE LA CIUDAD,,Ministerio de Justicia y Seguridad,invitamos a los vecinos a conocer el cuartel 10 de la ciudad donde los vecinos además de conocer cómo es la dinámica de un cuartel de bomberos y su funcionamiento pudieron aprender diversas técnicas para extinguir incendios y técnica para realizar RCP,Ana Diaz y Cafayate.,,invtiamos a los vecinos a conocer el cuartel 10 de la ciudad donde los vecinos ademas de conocer como es la dinamica de un cuartel de bomberos y su funcionamiento pudieron aprender diversas tecnicas para extinguir incendios y tecnica para realizar rcp ,911,20,,,
15/01/19,Proyecto,Evento Proyectos,SORTEO ENTRADAS: FIBA,,Ministerio de Cultura,"El FIBA es un Festival de artes escénicas contemporáneas de la Ciudad de Buenos Aires, invitamos a los vecinos a participar por entradas para este festival.",,,"Los 30 vecinos ganadores pudieron asistir  junto a un acompañante a la obra de teatro que previamente eliguieron, las funciones eran : ",3468,22,,,
17/01/19,Proyecto,Experiencia BA,CASA DE GOBIERNO,,Jefatura de Gobierno,,Uspallata 3430,4,,3585,15,,,
17/01/19,Proyecto,Votación Proyecto,HRL - PROHIBICIÓN DE FUMAR EN ÁREAS DE JUEGOS INFANTILES EN PLAZAS Y PARQUES,,Vice Jefatura,¿Estás de acuerdo con que se prohíba fumar en las áreas de juegos infantiles en plazas y parques?,,,"Votación emblemática para que los vecinos indicaran si están de acuerdo o no con que los espacios circundantes a patios de juegos infantiles, en parques y plazas, sean libres de humo.",0,0,827595,1. Si estoy de acuerdo - 660.448 - 80% 2. No estoy de acuerdo - 167.147 - 20%,
