fecha;hora;co_centenario;no2_centenario;pm10_centenario;co_cordoba;no2_cordoba;pm10_cordoba;co_la_boca;no2_la_boca;pm10_la_boca
2017-01-01;1;0,7; ; ;0,81;19;19; ;2;43
2017-01-01;2;0,72; ; ;0,79;16;20; ;2;46
2017-01-01;3;0,72; ; ;0,82;23;19; ;1;46
2017-01-01;4;0,73; ; ;0,81;16;20; ;2;51
2017-01-01;5;0,73; ; ;0,73;11;20; ;2;50
2017-01-01;6;0,69; ; ;0,65;11;20; ;2;49
2017-01-01;7;0,63; ; ;0,6;14;20; ;3;49
2017-01-01;8;0,61; ; ;0,57;18;20; ;3;49
2017-01-01;9;0,6; ; ;0,55;18;21; ;2;50
2017-01-01;10;0,57; ; ;0,52;15;23; ;3;50
2017-01-01;11;0,55; ; ;0,44;14;23; ;2;48
2017-01-01;12;0,52; ; ;0,4;15;22; ;2;47
2017-01-01;13;0,49; ; ;0,4;16;22; ;1;47
2017-01-01;14;0,48; ; ;0,41;17;21; ;2;46
2017-01-01;15;0,46; ; ;0,42;18;21; ;1;47
2017-01-01;16;0,44; ; ;0,41;21;20; ;1;45
2017-01-01;17;0,42; ; ;0,43;18;20; ;2;46
2017-01-01;18;0,42; ; ;0,45;18;20; ;1;46
2017-01-01;19;0,43; ; ;0,5;24;20; ;1;45
2017-01-01;20;0,43; ; ;0,55;28;20; ;2;42
2017-01-01;21;0,44; ; ;0,61;30;20; ;3;37
2017-01-01;22;0,46; ; ;0,68;32;19; ;3;36
2017-01-01;23;0,48; ; ;0,7;27;22; ;3;37
2017-01-01;24;0,48; ; ;0,7;23;24; ;3;36
2017-01-02;1;0,49; ; ;0,71;22;25; ;5;33
2017-01-02;2;0,49; ; ;0,68;16;26; ;20;30
2017-01-02;3;0,47; ; ;0,63;14;26; ;10;30
2017-01-02;4;0,45; ; ;0,57;16;26; ;21;26
2017-01-02;5;0,42; ; ;0,49;15;27; ;16;28
2017-01-02;6;0,38; ; ;0,4;16;29; ;7;31
2017-01-02;7;0,34; ; ;0,36;18;33; ;8;33
2017-01-02;8;0,33; ; ;0,37;21;35; ;7;36
2017-01-02;9;0,33; ; ;0,37;20;38; ;5;37
2017-01-02;10;0,33; ; ;0,39;19;39; ;6;40
2017-01-02;11;0,33; ; ;0,45;17;42; ;7;44
2017-01-02;12;0,35; ; ;0,51;16;45; ;5;48
2017-01-02;13;0,37; ; ;0,6;16;48; ;5;51
2017-01-02;14;0,4; ; ;0,71; ;51; ;6;54
2017-01-02;15;0,43; ; ;0,78; ;53; ;6;61
2017-01-02;16;0,45; ; ;0,83; ;55; ;6;64
2017-01-02;17;0,45; ; ;0,87;12;57; ;6;66
2017-01-02;18;0,46; ; ;0,92;11;59; ;7;68
2017-01-02;19;0,48; ; ;0,95;11;60; ;9;70
2017-01-02;20;0,49; ; ;0,96;12;61; ;7;73
2017-01-02;21;0,51; ; ;0,94;11;61; ;10;74
2017-01-02;22;0,51; ; ;0,9;11;61; ;10;77
2017-01-02;23;0,51; ; ;0,86;9;59; ;9;74
2017-01-02;24;0,52; ; ;0,8;8;57; ;6;72
2017-01-03;1;0,53;4; ;0,75;8;56; ;6;72
2017-01-03;2;0,54;4; ;0,68;8;56; ;4;73
2017-01-03;3;0,54;3; ;0,6;9;56; ;4;73
2017-01-03;4;0,52;2; ;0,54;10;57; ;4;74
2017-01-03;5;0,51;2; ;0,48;7;57; ;3;75
2017-01-03;6;0,5;2; ;0,43;3;55; ;4;74
2017-01-03;7;0,49;2; ;0,39;4;53; ;3;71
2017-01-03;8;0,48;3; ;0,37;5;50; ;4;70
2017-01-03;9;0,48;3; ;0,37;7;47; ;4;67
2017-01-03;10;0,49;3; ;0,38;7;46; ;5;66
2017-01-03;11;0,51;3; ;0,4;7;44; ;5;62
2017-01-03;12;0,55;3; ;0,44;8;40; ;4;59
2017-01-03;13;0,58; ; ;0,47;7;39; ;5;58
2017-01-03;14;0,65; ; ;0,49; ;36; ;4;59
2017-01-03;15;0,72; ; ;0,51; ;34; ;5;52
2017-01-03;16;0,8; ; ; ;7;33; ;4;49
2017-01-03;17;0,87; ; ; ;9;31; ;5;46
2017-01-03;18;0,91; ; ; ;8;29; ;4;43
2017-01-03;19;0,92; ; ; ;9;28; ;6;43
2017-01-03;20;0,94; ; ; ;11; ; ;5;44
2017-01-03;21;0,96; ; ; ;9; ; ;5;43
2017-01-03;22;0,96; ; ; ;8; ; ;6;40
2017-01-03;23;0,94; ; ; ;8; ; ;5;37
2017-01-03;24;0,89; ; ; ;6; ; ;6;37
2017-01-04;1;0,86; ; ; ;7; ; ;6;36
2017-01-04;2;0,85; ; ; ;12; ; ;6;35
2017-01-04;3; ; ; ; ;14; ; ;7;36
2017-01-04;4; ; ; ; ;12; ; ;7;36
2017-01-04;5; ; ; ; ;11; ; ;7;34
2017-01-04;6; ; ; ; ;11; ; ;8;35
2017-01-04;7; ; ; ; ;14; ; ;9;36
2017-01-04;8; ; ; ; ;16; ; ;8;36
2017-01-04;9; ; ; ; ;15; ; ;8;36
2017-01-04;10; ; ; ; ;18; ; ;7;35
2017-01-04;11; ; ; ; ;16; ; ;7;35
2017-01-04;12; ; ; ; ;19; ; ;7;35
2017-01-04;13;0,82; ; ; ;18; ; ;7;35
2017-01-04;14;0,84; ; ; ;16; ; ;9;32
2017-01-04;15;0,88; ; ; ; ;44; ;11;36
2017-01-04;16;0,91; ; ; ; ;44; ;9;38
2017-01-04;17;0,92; ; ; ;25;47; ;7;38
2017-01-04;18;0,89; ; ; ;26;52; ;9;39
2017-01-04;19;0,88; ; ; ;28;54; ;16;40
2017-01-04;20;0,87; ; ;1,55;29;55; ;53;39
2017-01-04;21;0,87; ; ;1,44;28;57; ;16;40
2017-01-04;22;0,88; ; ;1,27;25;59; ;17;43
2017-01-04;23;0,9; ; ;1,24;26;63; ;22;47
2017-01-04;24;0,91; ; ;1,23;25;66; ; ;51
2017-01-05;1;0,93; ; ;1,2;22;68; ; ;54
2017-01-05;2;0,97; ; ;1,15;17;70; ; ;58
2017-01-05;3;0,98; ; ;1,04;15;71; ; ;58
2017-01-05;4;0,95; ; ;0,89;13;71; ; ;59
2017-01-05;5;0,92; ; ;0,77;14;71; ; ;59
2017-01-05;6;0,88; ; ;0,71;15;71; ; ;58
2017-01-05;7;0,85; ; ;0,66;16;72; ; ;58
2017-01-05;8;0,85; ; ;0,58;21;72; ; ;58
2017-01-05;9;0,86; ; ;0,53;19;71; ; ;58
2017-01-05;10;0,86; ; ;0,56;19;73; ; ;60
2017-01-05;11;0,84; ; ;0,6;16;75; ; ;62
2017-01-05;12;0,84; ; ;0,64;15;79; ; ;64
2017-01-05;13;0,84; ; ;0,71;17;81; ;92;64
2017-01-05;14;0,84; ; ;0,72;13;82; ;55;65
2017-01-05;15;0,81; ; ;0,75;17;83; ;40;63
2017-01-05;16;0,77; ; ;0,77;15;85; ;29;62
2017-01-05;17;0,72; ; ;0,81;15;83; ;23;64
2017-01-05;18;0,66; ; ;0,84;18;81; ;24;65
2017-01-05;19;0,65; ; ;0,89;17;81;0,92;21;63
2017-01-05;20;0,65; ; ;0,93;14;81;0,91;23;62
2017-01-05;21;0,65; ; ;0,92;14;81;0,9;25;60
2017-01-05;22;0,63; ; ;0,95;13;81;0,88;25;58
2017-01-05;23;0,62; ; ;0,92;12;80;0,85;33;56
2017-01-05;24;0,62; ; ;0,88;10;82;0,8;33;55
2017-01-06;1;0,59; ; ;0,8;8;82;0,7;20;52
2017-01-06;2;0,57; ; ;0,69;6;82;0,67;16;49
2017-01-06;3;0,55; ; ;0,54;5;82;0,64;13;48
2017-01-06;4;0,52; ; ;0,44;4;82; ;11;46
2017-01-06;5;0,5; ; ;0,34;4;82; ;11;45
2017-01-06;6;0,48; ; ;0,24;4;82; ;10;45
2017-01-06;7;0,47; ; ;0,16;5;82; ;11;44
2017-01-06;8;0,45; ; ;0,11;7;82; ;11;43
2017-01-06;9;0,44; ; ;0,09;8;82; ;11;43
2017-01-06;10;0,44; ; ;0,08;8;79; ;10;41
2017-01-06;11;0,45; ; ;0,09;7;72; ;11;41
2017-01-06;12;0,47; ; ;0,13;6;67;<0,05;11;40
2017-01-06;13;0,48; ; ;0,18;8;64;0,03;11;39
2017-01-06;14;0,51; ; ;0,22;10;63;0,07;10;38
2017-01-06;15;0,53; ; ;0,23;11;60;0,11;11;38
2017-01-06;16;0,56; ; ;0,26;16;58;0,15;13;37
2017-01-06;17;0,59; ; ;0,28;17;57;0,2;14;37
2017-01-06;18;0,6; ; ;0,3; ;55;0,22;16;37
2017-01-06;19;0,62; ; ;0,3;14;53;0,26;19;38
2017-01-06;20;0,65; ; ;0,28;15;52;0,3;25;38
2017-01-06;21;0,68; ; ;0,24;16;50;0,33;20;40
2017-01-06;22;0,71; ; ;0,23;15;48;0,34;18;43
2017-01-06;23;0,75; ; ;0,23;17;45;0,33;16;43
2017-01-06;24;0,77; ; ;0,21;16;43;0,33;11;41
2017-01-07;1;0,79; ; ;0,19;16;42;0,38;11;42
2017-01-07;2;0,79; ; ;0,17;15;41;0,42;10;42
2017-01-07;3;0,78; ; ;0,15;10;40;0,47;10;40
2017-01-07;4;0,75; ; ;0,12;7;39;0,5;8;40
2017-01-07;5;0,72; ; ;0,1;6;39;0,54;9;41
2017-01-07;6;0,68; ; ;0,08;6;39;0,59;9;43
2017-01-07;7;0,64; ; ;0,06;6;38;0,64;10;43
2017-01-07;8;0,6; ; ;0,05;6;38;0,69;12;44
2017-01-07;9;0,57; ; ;0,05;7;37;0,68;11;45
2017-01-07;10;0,56; ; ;0,05;8;37;0,67;11;44
2017-01-07;11;0,56; ; ;0,05;7;36;0,67;10;43
2017-01-07;12;0,58; ; ;0,06;7;35;0,67;9;42
2017-01-07;13;0,6; ; ;0,06;7;33;0,66;8;42
2017-01-07;14;0,62; ; ;0,08;8;31;0,66;8;41
2017-01-07;15;0,64; ; ;0,09;14;30;0,64;7;41
2017-01-07;16;0,66; ; ;0,11;16;30;0,63;6;41
2017-01-07;17;0,67; ; ;0,12;15;30;0,63;5;40
2017-01-07;18;0,68; ; ;0,13;11;30;0,63;5;38
2017-01-07;19;0,67; ; ;0,15;11;30;0,63;5;38
2017-01-07;20;0,67; ; ;0,16;8;30;0,64;5;43
2017-01-07;21;0,67; ; ;0,19;9;30;0,65;5;41
2017-01-07;22;0,7; ; ;0,22;10;29;0,68;4;41
2017-01-07;23;0,73; ; ;0,26;10;30;0,69;7;40
2017-01-07;24;0,77; ; ;0,3;10;31;0,7;12;43
2017-01-08;1;0,77; ; ;0,33;9;31;0,71;28;47
2017-01-08;2;0,77; ; ;0,35;10;30;0,72;66;45
2017-01-08;3;0,77; ; ;0,34;11;29;0,72;39;46
2017-01-08;4;0,77; ; ;0,34;10;30;0,72;12;46
2017-01-08;5;0,76; ; ;0,32;9;29;0,72;7;46
2017-01-08;6;0,72; ; ;0,32;8;29;0,71;6;46
2017-01-08;7;0,67; ; ;0,32;8;29;0,71;8;46
2017-01-08;8;0,61; ; ;0,3;8;30;0,73;6;47
2017-01-08;9;0,6; ; ;0,3;10;31;0,73;7;48
2017-01-08;10;0,59; ; ;0,3;10;33;0,74;6;50
2017-01-08;11;0,58; ; ;0,34;12;33;0,75;5;49
2017-01-08;12;0,58; ; ;0,37;12;33;0,76;5;49
2017-01-08;13;0,59; ; ;0,42;14;33;0,77;5;48
2017-01-08;14;0,62; ; ;0,44;10;35;0,77;3;51
2017-01-08;15;0,64; ; ;0,46;9;35;0,78;4;52
2017-01-08;16;0,66; ; ;0,49;11;36;0,79;4;52
2017-01-08;17;0,67; ; ;0,53;14;36;0,79;5;53
2017-01-08;18;0,69; ; ;0,56;14;37;0,8;4;58
2017-01-08;19;0,71; ; ;0,59;13;38;0,81;4;59
2017-01-08;20;0,71; ; ;0,59;11;39;0,81;5;59
2017-01-08;21;0,71; ; ;0,56;8;40;0,81;5;58
2017-01-08;22;0,71; ; ;0,56;9;40;0,81;4;55
2017-01-08;23;0,7; ; ;0,57;11;39;0,82;5;56
2017-01-08;24;0,71; ; ;0,58;11;39;0,83;6;54
2017-01-09;1;0,72; ; ;0,57;10;39;0,82;9;52
2017-01-09;2;0,71; ; ;0,56;11;41;0,81;9;54
2017-01-09;3;0,72; ; ;0,54;10;43;0,8;7;54
2017-01-09;4;0,71; ; ;0,53;9;43;0,79;7;57
2017-01-09;5;0,7; ; ;0,53;8;45;0,79;6;59
2017-01-09;6;0,7; ; ;0,52;10;47;0,78;6;61
2017-01-09;7;0,7; ; ;0,52;9;49;0,77;5;65
2017-01-09;8;0,71; ; ;0,55;12;50;0,78;8;66
2017-01-09;9;0,73; ; ;0,55;11;49;0,79;9;63
2017-01-09;10;0,77; ; ;0,54;13;47;0,81;7;61
2017-01-09;11;0,8; ; ;0,54;15;46;0,82;7;62
2017-01-09;12;0,83; ; ;0,54;13;47;0,83;9;63
2017-01-09;13;0,87; ; ;0,54;11;46;0,84;6;63
2017-01-09;14;0,9; ; ;0,54;12;44;0,84;6;59
2017-01-09;15;0,93; ; ;0,52;12;44;0,84;5;58
2017-01-09;16;0,95; ; ;0,46;14;43;0,83;4;57
2017-01-09;17; ; ; ;0,43;13;42;0,82;6;55
2017-01-09;18; ; ; ;0,42;10;41;0,83;6;53
2017-01-09;19; ; ; ;0,5;17;41;0,82;10;52
2017-01-09;20; ; ; ;0,53;11;41;0,81;20;51
2017-01-09;21; ; ; ;0,55;8;39;0,8;25;51
2017-01-09;22; ; ; ;0,56;9;39;0,8;38;50
2017-01-09;23;0,83; ; ;0,55;8;38;0,8;7;48
2017-01-09;24;0,8; ; ;0,54;8;36;0,8;40;46
2017-01-10;1;0,78; ; ;0,55;8;35;0,78;20;43
2017-01-10;2;0,76; ; ;0,52;7;34;0,74;7;42
2017-01-10;3;0,7; ; ;0,41;7;32;0,73;7;41
2017-01-10;4;0,64; ; ;0,33;7;31;0,72;6;38
2017-01-10;5;0,61; ; ;0,28;7;29;0,7;7;35
2017-01-10;6;0,59; ; ;0,24;7;27;0,68;7;33
2017-01-10;7;0,58; ; ;0,22;9;25;0,67;6;28
2017-01-10;8;0,59; ; ;0,23;10;24;0,66;7;25
2017-01-10;9;0,6; ;23;0,27;10;25;0,67;8;26
2017-01-10;10;0,62; ;23;0,33;12;26;0,68;7;26
2017-01-10;11;0,66; ;23;0,4;14;27;0,68;6;25
2017-01-10;12;0,71; ;24;0,47;16;27;0,68;8;25
2017-01-10;13;0,74; ;24;0,54;14;29;0,68;6;25
2017-01-10;14;0,75; ;25;0,61;14;29;0,68;6;25
2017-01-10;15;0,75; ;23;0,64;13;29;0,67;6;25
2017-01-10;16;0,74; ;23;0,64;13;29;0,66;7;26
2017-01-10;17;0,71; ;24;0,6;14;29;0,65;8;26
2017-01-10;18;0,69; ;24;0,55;11;29;0,66;10;25
2017-01-10;19;0,65; ;24;0,52;12;29;0,66;11;23
2017-01-10;20;0,62; ;23;0,48;13;26;0,67;13;19
2017-01-10;21;0,61; ;23;0,45;13;27;0,67;12;19
2017-01-10;22;0,63; ;23;0,41;13;28;0,68;13;20
2017-01-10;23;0,65; ;23;0,37;12;28;0,69;12;20
2017-01-10;24;0,67; ;23;0,33;10;27;0,69;12;19
2017-01-11;1;0,68; ;23;0,29;10;27;0,69;11;20
2017-01-11;2;0,68; ;23;0,26;9;27;0,69;10;19
2017-01-11;3;0,68; ;23;0,24;8;27;0,68;9;19
2017-01-11;4;0,66; ;23;0,21;7;27;0,67;7;19
2017-01-11;5;0,64; ;23; ;4;27;0,66;8;19
2017-01-11;6;0,62; ;23; ;4;26;0,66;7;19
2017-01-11;7;0,6; ;23; ;4;26;0,65;12;19
2017-01-11;8;0,59; ;23; ;5;25;0,66;12;19
2017-01-11;9;0,6; ;23; ;6;24;0,67;12;20
2017-01-11;10;0,62; ;23; ;7;23;0,68;11;21
2017-01-11;11;0,66; ;23; ;7;22;0,69;12;21
2017-01-11;12;0,71; ;23; ;8;21;0,71;13;22
2017-01-11;13;0,73; ;23; ;8;21;0,71;13;22
2017-01-11;14;0,77; ;23; ;31;21;0,72;11;23
2017-01-11;15; ; ;23; ;11;21;0,71;11;23
2017-01-11;16; ; ;23; ;10;22;0,71;11;24
2017-01-11;17; ; ;23; ;9;22;0,7;10;24
2017-01-11;18; ; ;23; ;10;22;0,7;12;24
2017-01-11;19; ; ;23; ;12;21;0,7;11;25
2017-01-11;20; ; ;23; ;11;22;0,72;17;25
2017-01-11;21;0,62; ;23; ;11;21;0,73;19;25
2017-01-11;22;0,64; ;23;0,14;12;22;0,76;17;26
2017-01-11;23;0,65; ;23;0,16;13;22;0,78;18;27
2017-01-11;24;0,67; ;23;0,18;12;23;0,8;15;28
2017-01-12;1;0,7; ;24;0,21;12;23;0,81;16;28
2017-01-12;2;0,72; ;25;0,26;11;23;0,82;17;29
2017-01-12;3;0,73; ;25;0,29;9;24;0,81;15;30
2017-01-12;4;0,7; ;26;0,3;6;24;0,79;12;30
2017-01-12;5;0,66; ;26;0,3;6;24;0,77;13;30
2017-01-12;6;0,61; ;26;0,29;6;24;0,75;13;31
2017-01-12;7;0,57; ;26;0,28;8;25;0,75;21;32
2017-01-12;8;0,53; ;26;0,26;8;25;0,75;20;32
2017-01-12;9;0,5; ;25;0,24; ;25;0,75;18;33
2017-01-12;10;0,46; ;25;0,23; ;25;0,75;19;33
2017-01-12;11;0,44; ;25;0,26;14;26;0,76;21;34
2017-01-12;12;0,44; ;24;0,29;12;27;0,76;20;35
2017-01-12;13;0,46; ;24;0,3; ;27;0,77;10;35
2017-01-12;14;0,49; ;24;0,32; ;27;0,77;10;34
2017-01-12;15;0,5; ;24; ; ;28;0,75;10;33
2017-01-12;16;0,51; ;24; ; ;27;0,73;8;32
2017-01-12;17;0,5; ;24; ; ;27;0,72;10;32
2017-01-12;18;0,5; ;24; ; ;28;0,71;11;31
2017-01-12;19;0,49; ;24; ; ;29;0,71;14;31
2017-01-12;20;0,5; ;24; ; ;28;0,72;14;32
2017-01-12;21;0,51; ;24; ;23;28;0,73;19;33
2017-01-12;22;0,53; ;24; ;18;28;0,73;20;33
2017-01-12;23;0,55; ;25; ;16;27;0,74;19;35
2017-01-12;24;0,55; ;25; ;14;26;0,74;12;34
2017-01-13;1;0,56; ;25; ;12;26;0,74;13;35
2017-01-13;2;0,55; ;24;0,17;9;25;0,75;10;34
2017-01-13;3;0,55; ;24;0,16;8;25;0,74;9;32
2017-01-13;4;0,52; ;24;0,14;7;24;0,74;8;33
2017-01-13;5;0,49; ;24;0,14;7;24;0,73;8;35
2017-01-13;6;0,44; ;24;0,15;7;23;0,73;9;35
2017-01-13;7;0,41; ;24; ;10;23;0,74;9;33
2017-01-13;8;0,39; ;23; ;15;22;0,76;10;32
2017-01-13;9;0,4; ;23; ;18;22;0,77;14;33
2017-01-13;10;0,43; ;24; ;20;23;0,79;12;33
2017-01-13;11;0,47; ;25; ;23;23;0,81;10;37
2017-01-13;12;0,5; ;25; ;22;23;0,82;8;40
2017-01-13;13;0,55; ;26; ;26;24;0,84;6;41
2017-01-13;14;0,59; ;27;0,52;32;23;0,85;5;40
2017-01-13;15;0,64; ;27;0,59;27;24;0,87;4;41
2017-01-13;16;0,66; ;27;0,66;32;25;0,78; ;41
2017-01-13;17;0,65; ;28;0,77;24;27;0,73; ;40
2017-01-13;18;0,62; ;29;0,8;16;28;0,69; ;41
2017-01-13;19;0,58; ;29;0,82;16;29;0,66; ;42
2017-01-13;20;0,54; ;30;0,78;16;31;0,64; ;43
2017-01-13;21;0,5; ;31;0,71;15;32;0,61; ;43
2017-01-13;22;0,46; ;31;0,62;14;33;0,6; ;42
2017-01-13;23;0,41; ;31;0,52;13;33;0,6; ;40
2017-01-13;24;0,37; ;31;0,4;12;34;0,63; ;40
2017-01-14;1;0,35; ;31;0,32;15;35;0,59; ;39
2017-01-14;2;0,33; ;31;0,29;15;36;0,55; ;40
2017-01-14;3;0,31; ;32;0,26;14;37;0,51; ;41
2017-01-14;4;0,29; ;31;0,24;14;37;0,47; ;40
2017-01-14;5;0,28; ;32;0,23;13;38;0,42; ;39
2017-01-14;6;0,26; ;32;0,23;13;38;0,39; ;39
2017-01-14;7;0,24; ;32;0,23;12;39;0,37; ;40
2017-01-14;8;0,24; ;32;0,23;13;40;0,34; ;39
2017-01-14;9;0,24; ;32;0,22;13;40;0,34; ;39
2017-01-14;10;0,24; ;31;0,22;13;40;0,33; ;37
2017-01-14;11;0,24; ;30;0,22;14;39;0,32; ;33
2017-01-14;12;0,26; ;30;0,23;12;38;0,31; ;29
2017-01-14;13;0,29; ;28;0,25;13;38;0,31; ;28
2017-01-14;14;0,32; ;28;0,27;15;38;0,29; ;28
2017-01-14;15;0,33; ;28;0,29;15;36;0,28; ;29
2017-01-14;16;0,33; ;28;0,3;12;35;0,27; ;29
2017-01-14;17;0,33; ;27;0,32;12;32;0,26; ;31
2017-01-14;18;0,32; ;26;0,34;14;30;0,24; ;31
2017-01-14;19;0,31; ;24;0,35;15;29;0,24; ;32
2017-01-14;20;0,29; ;24;0,36;15;28;0,24; ;32
2017-01-14;21;0,28; ;22;0,37;18;27;0,24; ;33
2017-01-14;22;0,28; ;21;0,38;19;27;0,25; ;34
2017-01-14;23;0,29; ;21;0,4;20;26;0,26; ;33
2017-01-14;24;0,31; ;20;0,42;19;26;0,29; ;32
2017-01-15;1;0,33; ;20;0,41;15;25;0,33; ;33
2017-01-15;2;0,36; ;19;0,41;14;25;0,35; ;32
2017-01-15;3;0,39; ;19;0,4;14;25;0,37; ;31
2017-01-15;4;0,41; ;19;0,37;10;24;0,38; ;31
2017-01-15;5;0,41; ;18;0,33;7;24;0,4; ;32
2017-01-15;6;0,39; ;18;0,29;6;24;0,42; ;32
2017-01-15;7;0,37; ;18;0,24;9;24;0,43; ;31
2017-01-15;8;0,35; ;18;0,19;9;23;0,44; ;31
2017-01-15;9;0,33; ;18;0,17;10;23;0,43; ;31
2017-01-15;10;0,3; ;18;0,17;13;23;0,43; ;31
2017-01-15;11;0,28; ;17;0,16;14;22;0,44; ;30
2017-01-15;12;0,27; ;17;0,2;14;22;0,46; ;30
2017-01-15;13;0,28; ;17;0,24;17;22;0,47; ;31
2017-01-15;14;0,29; ;16;0,26;16;21;0,48; ;32
2017-01-15;15;0,3; ;16;0,28;14;22;0,49; ;35
2017-01-15;16;0,3; ;16;0,3;12;22;0,5; ;42
2017-01-15;17;0,31; ;16;0,31;13;22;0,5; ;45
2017-01-15;18;0,32; ;17;0,31;18;22;0,52; ;43
2017-01-15;19;0,33; ;17;0,31;17;21;0,53; ;40
2017-01-15;20;0,33; ;17;0,29;16;21;0,52; ;37
2017-01-15;21;0,33; ;17;0,28;16;21;0,53; ;37
2017-01-15;22;0,33; ;17;0,28;15;21;0,53; ;42
2017-01-15;23;0,34; ;17;0,27;11;22;0,51; ;46
2017-01-15;24;0,34; ;17;0,27;10;21;0,51; ;47
2017-01-16;1;0,34; ;17;0,27;10;21;0,5; ;47
2017-01-16;2;0,34; ;16;0,26;8;21;0,47; ;46
2017-01-16;3;0,32; ;16;0,25;6;21;0,45; ;48
2017-01-16;4;0,31; ;16;0,24;5;21;0,43; ;47
2017-01-16;5;0,29; ;16;0,22;6;20;0,41; ;46
2017-01-16;6;0,28; ;15;0,21;7;20;0,4; ;46
2017-01-16;7;0,26; ;15;0,22;11;19;0,42; ;46
2017-01-16;8;0,25; ;15;0,24;14;19;0,46; ;47
2017-01-16;9;0,25; ;15;0,26;15;20;0,48; ;46
2017-01-16;10;0,27; ;15;0,31;17;20;0,52; ;46
2017-01-16;11;0,29; ;15;0,36;16;21;0,54; ;46
2017-01-16;12;0,31; ;15;0,42;17;21;0,57;129;47
2017-01-16;13;0,33; ;15;0,49;16;20;0,59;52;46
2017-01-16;14;0,35; ;14;0,56;14;20;0,6;34;46
2017-01-16;15;0,38; ;14;0,63;12;20;0,57;30;41
2017-01-16;16;0,39; ;14;0,7;14;20;0,55;27;33
2017-01-16;17;0,39; ;14;0,75;13;21;0,54;27;28
2017-01-16;18;0,39; ;14;0,79;15;22;0,55;23;35
2017-01-16;19;0,4; ;14;0,83;16;23;0,55;21;40
2017-01-16;20;0,42; ;15;0,85;14;24;0,55;18;41
2017-01-16;21;0,43; ;15;0,85;21;24;0,53;16;43
2017-01-16;22;0,45; ;16;0,84;16;24;0,53;16;36
2017-01-16;23;0,45; ;16;0,81;18;23;0,53;14;32
2017-01-16;24;0,46; ;17;0,78;17;23;0,52;12;33
2017-01-17;1;0,45; ;17;0,75;18;24;0,5;13;33
2017-01-17;2;0,45; ;18;0,69;16;24;0,47;13;35
2017-01-17;3;0,43; ;19;0,61;12;24;0,45;13;35
2017-01-17;4;0,4; ;18;0,55;11;25;0,44;11;36
2017-01-17;5;0,37; ;19;0,5;11;25;0,45;13;35
2017-01-17;6;0,35; ;19;0,46;13;26;0,45;12;36
2017-01-17;7;0,33; ;19;0,45;16;26;0,45;14;37
2017-01-17;8;0,32; ;19;0,45;20;27;0,46;12;37
2017-01-17;9;0,33; ;20;0,48;22;29;0,47;12;37
2017-01-17;10;0,36; ;20;0,52;20;29;0,48;13;38
2017-01-17;11;0,39; ;22;0,6;18;30;0,47;11;37
2017-01-17;12;0,41; ;22;0,69;19;30;0,49;10;36
2017-01-17;13;0,44; ;22;0,79;25;32;0,47;12;36
2017-01-17;14;0,48; ;22;0,87;24;32;0,45;11;35
2017-01-17;15;0,51; ;22;0,94;26;33;0,43;12;35
2017-01-17;16;0,53; ;23;0,98;28;33;0,39;12;35
2017-01-17;17;0,53; ;23;1;28;33;0,35;11;36
2017-01-17;18;0,53; ;24;0,98;29;34;0,37;30;31
2017-01-17;19;0,53; ;24;0,96;31;34;0,4;37;29
2017-01-17;20;0,56; ;25;0,92;33;35;0,41;40;37
2017-01-17;21;0,57; ;24;0,9;33;34;0,44;32;43
2017-01-17;22;0,6; ;25;0,89;36;34;0,51;32;42
2017-01-17;23;0,66; ;26;0,88;32;35;0,55;26;42
2017-01-17;24;0,72; ;27;0,78;14;37;0,54;18;40
2017-01-18;1;0,71; ;29;0,69;11;37;0,56;19;39
2017-01-18;2;0,68; ;28;0,63;11;37;0,53;19;39
2017-01-18;3;0,62; ;28;0,55;14;37;0,49;18;39
2017-01-18;4;0,56; ;28;0,47;18;37;0,46;16;39
2017-01-18;5;0,51; ;29;0,37;17;38;0,43;16;39
2017-01-18;6;0,43; ;29;0,27;21;38;0,4;15;40
2017-01-18;7;0,34; ;29;0,19;22;38;0,4;14;40
2017-01-18;8;0,26; ;30;0,2;27;38;0,45;18;40
2017-01-18;9;0,26; ;30;0,25;28;38;0,48;19;42
2017-01-18;10;0,29; ;30;0,28;18;37;0,51;18;41
2017-01-18;11;0,31; ;29;0,32;16;37;0,53;19;41
2017-01-18;12;0,33; ;29;0,35;12;37;0,54;16;42
2017-01-18;13;0,35; ;29;0,41;16;37;0,53;14;42
2017-01-18;14;0,37; ;29;0,45;13;36;0,51;13;42
2017-01-18;15;0,38; ;29;0,46;13;36;0,48;16;43
2017-01-18;16;0,38; ;29;0,46;13;36;0,44;19;44
2017-01-18;17;0,37; ;28;0,47;16;35;0,42;19;44
2017-01-18;18;0,35; ;28;0,49;15;34;0,41;19;43
2017-01-18;19;0,35; ;27;0,49;13;33;0,4;20;41
2017-01-18;20;0,36; ;27;0,49;13;33;0,41;18;37
2017-01-18;21;0,36; ;26;0,47;19;33;0,43;21;31
2017-01-18;22;0,38; ;25;0,47;23;32;0,46;21;36
2017-01-18;23;0,4; ;24;0,48;23;32;0,48;21;40
2017-01-18;24;0,43; ;23;0,45;18;30;0,49;18;40
2017-01-19;1;0,44; ;22;0,4;19;29;0,5;17;39
2017-01-19;2;0,45; ;22;0,36;16;29;0,48;17;38
